loss,accuracy,val_loss,val_accuracy,lr
0.7616980671882629,0.3928571343421936,0.7027392387390137,0.4642857015132904,0.001
0.6935860514640808,0.5714285969734192,0.6922154426574707,0.5357142686843872,0.001
0.6846893429756165,0.6071428656578064,0.6913281083106995,0.5357142686843872,0.001
0.6537975668907166,0.7857142686843872,0.6906079053878784,0.5357142686843872,0.001
0.6427955627441406,0.75,0.6895367503166199,0.5357142686843872,0.001
0.6154106855392456,0.8214285969734192,0.6917778253555298,0.5357142686843872,0.001
0.600094735622406,0.7857142686843872,0.7147631049156189,0.5357142686843872,0.001
0.5712956190109253,0.7857142686843872,0.7043671011924744,0.5357142686843872,0.001
0.51497882604599,0.8928571343421936,0.8912366032600403,0.5357142686843872,0.001
0.5388051867485046,0.75,1.0597370862960815,0.5357142686843872,0.001
0.4716336131095886,0.8214285969734192,1.2102842330932617,0.5357142686843872,0.001
0.4915873110294342,0.75,1.5753633975982666,0.5357142686843872,0.001
0.46098068356513977,0.8214285969734192,1.6561005115509033,0.5357142686843872,0.001
0.5179719924926758,0.7142857313156128,1.534203290939331,0.5357142686843872,0.001
0.6552895903587341,0.5714285969734192,2.0875401496887207,0.5357142686843872,0.001
0.608613133430481,0.6785714030265808,2.0826210975646973,0.5357142686843872,0.001
0.49659356474876404,0.8571428656578064,1.6834542751312256,0.5357142686843872,0.001
0.5754371881484985,0.7142857313156128,1.779550552368164,0.5357142686843872,0.001
0.442103773355484,0.8214285969734192,2.0037682056427,0.5357142686843872,0.001
0.39603516459465027,0.8571428656578064,2.1755030155181885,0.5357142686843872,0.001
0.476067453622818,0.75,2.610135316848755,0.5357142686843872,0.001
0.35342368483543396,0.9285714030265808,3.677055835723877,0.5357142686843872,0.001
0.30934831500053406,0.8928571343421936,3.2502970695495605,0.5357142686843872,0.001
0.5950074195861816,0.6785714030265808,2.018001079559326,0.5357142686843872,0.001
0.4654843509197235,0.8214285969734192,4.2400922775268555,0.5357142686843872,0.001
0.501695990562439,0.7857142686843872,3.7100703716278076,0.5357142686843872,0.001
0.4933333694934845,0.8571428656578064,2.5672264099121094,0.5357142686843872,0.001
0.5520862936973572,0.7142857313156128,3.2017877101898193,0.5357142686843872,0.001
0.3618680536746979,0.8928571343421936,2.5357537269592285,0.5357142686843872,0.001
0.571114718914032,0.6428571343421936,2.5717387199401855,0.5357142686843872,0.001
0.45504030585289,0.8214285969734192,3.4535505771636963,0.5357142686843872,0.001
0.3085629642009735,0.8571428656578064,1.969237208366394,0.5357142686843872,0.001
0.4328194260597229,0.8214285969734192,2.7216780185699463,0.5357142686843872,0.001
0.38710734248161316,0.7857142686843872,1.319929838180542,0.5357142686843872,0.001
0.5262695550918579,0.75,0.722904622554779,0.5357142686843872,0.001
0.41030818223953247,0.8571428656578064,2.9944570064544678,0.5357142686843872,0.001
0.3119649291038513,0.8928571343421936,2.4314229488372803,0.5357142686843872,0.001
0.3428192138671875,0.8928571343421936,2.502946138381958,0.5357142686843872,0.001
0.4256632328033447,0.75,0.7925205826759338,0.5357142686843872,0.001
0.353465735912323,0.8214285969734192,2.0528900623321533,0.5357142686843872,0.001
0.3246181309223175,0.8928571343421936,1.6854857206344604,0.5357142686843872,0.001
0.45370182394981384,0.8214285969734192,0.4351893961429596,0.75,0.001
0.32004204392433167,0.8928571343421936,2.0599138736724854,0.5357142686843872,0.001
0.289113312959671,0.9285714030265808,0.34735170006752014,0.7857142686843872,0.001
0.28968992829322815,0.8928571343421936,0.38088685274124146,0.7857142686843872,0.001
0.25696104764938354,0.9285714030265808,1.3458740711212158,0.5357142686843872,0.001
0.3042601943016052,0.8928571343421936,0.2633875906467438,0.9285714030265808,0.001
0.32714083790779114,0.8928571343421936,0.21784505248069763,1.0,0.001
0.24378551542758942,0.9642857313156128,2.294917583465576,0.5357142686843872,0.001
0.4598611295223236,0.8214285969734192,0.31817275285720825,0.8928571343421936,0.001
0.32604679465293884,0.8214285969734192,0.3358418345451355,0.8928571343421936,0.001
0.32766422629356384,0.9642857313156128,0.5577996969223022,0.5714285969734192,0.001
0.3721783459186554,0.8571428656578064,0.18293190002441406,0.9642857313156128,0.001
0.288608580827713,0.8571428656578064,0.8416725993156433,0.4642857015132904,0.001
0.33207282423973083,0.8571428656578064,0.6541749238967896,0.5714285969734192,0.001
0.21627379953861237,0.9642857313156128,0.1720610111951828,0.9642857313156128,0.001
0.30502942204475403,0.8928571343421936,0.14293572306632996,1.0,0.001
0.3090471625328064,0.8928571343421936,0.1648179590702057,1.0,0.001
0.3205804228782654,0.8571428656578064,0.469779908657074,0.75,0.001
0.28568825125694275,0.8571428656578064,0.2805599272251129,0.8928571343421936,0.001
0.22173991799354553,1.0,0.2422289103269577,0.8571428656578064,0.001
0.25582972168922424,0.8928571343421936,0.21447215974330902,0.9642857313156128,0.001
0.2784387171268463,0.8928571343421936,0.3526608645915985,0.7857142686843872,0.001
0.23325105011463165,1.0,0.3040991723537445,0.8214285969734192,0.001
0.1926429718732834,1.0,0.13748487830162048,1.0,0.001
0.21058861911296844,1.0,1.942671537399292,0.5357142686843872,0.001
0.3117946982383728,0.8928571343421936,0.1565064936876297,1.0,0.001
0.2662273943424225,0.9642857313156128,0.1240539625287056,1.0,0.001
0.2282339185476303,0.9285714030265808,0.18345770239830017,0.9285714030265808,0.001
0.16879022121429443,0.9642857313156128,0.4817933142185211,0.75,0.001
0.2467622011899948,0.9285714030265808,0.6389034986495972,0.6428571343421936,0.001
0.16864821314811707,0.9285714030265808,0.1372939944267273,1.0,0.001
0.2875228226184845,0.9285714030265808,2.04487681388855,0.5357142686843872,0.001
0.2092682123184204,0.9642857313156128,1.2930532693862915,0.5357142686843872,0.001
0.3048270046710968,0.7857142686843872,2.1382195949554443,0.4642857015132904,0.001
0.24779820442199707,1.0,0.8214017152786255,0.5,0.001
0.19956852495670319,0.9642857313156128,1.0921342372894287,0.4642857015132904,0.001
0.09150536358356476,1.0,0.21421758830547333,0.8928571343421936,0.001
0.21935734152793884,0.8928571343421936,0.21257933974266052,0.9285714030265808,0.001
0.11060643941164017,1.0,0.24755442142486572,0.8928571343421936,0.001
0.2184596061706543,0.8928571343421936,0.09609384089708328,1.0,0.001
0.21927917003631592,0.8928571343421936,0.22828635573387146,0.8928571343421936,0.001
0.13686789572238922,0.9285714030265808,0.14924977719783783,0.9642857313156128,0.001
0.20649054646492004,0.9285714030265808,0.12145978212356567,1.0,0.001
0.2468627691268921,0.8571428656578064,0.31863531470298767,0.8928571343421936,0.001
0.2837150990962982,0.8928571343421936,0.7805481553077698,0.4642857015132904,0.001
0.29879674315452576,0.9285714030265808,3.7926363945007324,0.4642857015132904,0.001
0.35049915313720703,0.8571428656578064,2.18764066696167,0.5357142686843872,0.001
0.27395889163017273,0.8928571343421936,0.6852912902832031,0.5357142686843872,0.001
0.2616178095340729,0.8928571343421936,0.11821728944778442,1.0,0.001
0.2419467270374298,0.8928571343421936,0.4808134138584137,0.7857142686843872,0.001
0.22949334979057312,0.9285714030265808,0.35769298672676086,0.7857142686843872,0.001
0.23777207732200623,0.9285714030265808,0.12397395819425583,1.0,0.001
0.28569015860557556,0.9285714030265808,0.13799317181110382,1.0,0.001
0.2117815464735031,0.9285714030265808,0.1292460411787033,0.9642857313156128,0.001
0.18229548633098602,0.9642857313156128,0.3782553970813751,0.8214285969734192,0.001
0.26461270451545715,0.8928571343421936,0.6153246760368347,0.6071428656578064,0.001
0.1855287402868271,0.9285714030265808,0.7589097023010254,0.5714285969734192,0.001
0.14220617711544037,1.0,0.10023851692676544,1.0,0.001
0.1636003702878952,1.0,0.09516511112451553,1.0,0.001
0.13322225213050842,1.0,0.1800244301557541,0.9285714030265808,0.001
0.12843020260334015,1.0,0.10761196166276932,1.0,0.001
0.29314830899238586,0.8571428656578064,0.23809972405433655,0.8928571343421936,0.001
0.14848220348358154,0.9642857313156128,0.46479281783103943,0.75,0.001
0.24760858714580536,0.8571428656578064,0.1735536754131317,0.9285714030265808,0.001
0.2389555722475052,0.9285714030265808,0.1602499634027481,0.9642857313156128,0.001
0.17036812007427216,0.9642857313156128,0.5747924447059631,0.6071428656578064,0.001
0.2690093219280243,0.8928571343421936,0.16562321782112122,0.9285714030265808,0.001
0.2468126267194748,0.8571428656578064,0.2843499183654785,0.8928571343421936,0.001
0.25323647260665894,1.0,0.11655867099761963,0.9642857313156128,0.001
0.14217519760131836,1.0,0.14471116662025452,0.9642857313156128,0.001
0.10556424409151077,1.0,0.1447436809539795,0.9642857313156128,0.001
0.10386154800653458,1.0,1.2054436206817627,0.4642857015132904,0.001
0.06526858359575272,1.0,0.3091306984424591,0.8928571343421936,0.001
0.10245547443628311,1.0,0.20763716101646423,0.8928571343421936,0.001
0.12140873819589615,1.0,0.11949841678142548,0.9642857313156128,0.001
0.10878478735685349,1.0,0.15565569698810577,0.9642857313156128,0.001
0.10908502340316772,0.9642857313156128,0.14126063883304596,0.9642857313156128,0.001
0.08031152933835983,1.0,0.08473855257034302,1.0,0.001
0.06077117472887039,1.0,0.09989731013774872,1.0,0.001
