best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.001394804217852652,0.03626621887087822,1.0,0.9866666793823242,0.0005000000237487257,147
