best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.2828988474211656e-05,0.6482152342796326,1.0,0.8799999952316284,9.999999747378752e-05,1946
