loss,accuracy,val_loss,val_accuracy,lr
0.7512946128845215,0.5652173757553101,0.6856675744056702,0.49709638953208923,0.001
0.6513228416442871,0.6521739363670349,0.6881774067878723,0.5017421841621399,0.001
0.5922945737838745,0.695652186870575,0.6775264143943787,0.5075493454933167,0.001
0.5668120384216309,0.739130437374115,0.6756359934806824,0.5284552574157715,0.001
0.5362569689750671,0.782608687877655,0.6574293971061707,0.5818815231323242,0.001
0.5416354537010193,0.739130437374115,0.6314297914505005,0.6062718033790588,0.001
0.5673064589500427,0.6521739363670349,0.6354982852935791,0.65389084815979,0.001
0.5517382621765137,0.6521739363670349,0.6642439961433411,0.5029035806655884,0.001
0.595304012298584,0.695652186870575,0.6642545461654663,0.5029035806655884,0.001
0.5362701416015625,0.739130437374115,0.6863313913345337,0.5029035806655884,0.001
0.49564456939697266,0.695652186870575,0.6463930606842041,0.5934959053993225,0.001
0.5332570672035217,0.782608687877655,0.734200119972229,0.5029035806655884,0.001
0.5686426162719727,0.695652186870575,0.8098819255828857,0.5029035806655884,0.001
0.5023202300071716,0.739130437374115,0.6289772391319275,0.6713124513626099,0.001
0.6312249898910522,0.6521739363670349,0.6606965661048889,0.6016260385513306,0.001
0.5526481866836548,0.695652186870575,0.7320201396942139,0.5029035806655884,0.001
0.45842868089675903,0.782608687877655,0.6541706919670105,0.5551683902740479,0.001
0.45927852392196655,0.739130437374115,0.6100059151649475,0.6469221711158752,0.001
0.509157657623291,0.739130437374115,0.6338822841644287,0.5563298463821411,0.001
0.5613337159156799,0.739130437374115,0.6408436894416809,0.5098722577095032,0.001
0.44208183884620667,0.8260869383811951,0.7611632943153381,0.5029035806655884,0.001
0.4282606244087219,0.695652186870575,0.6075469851493835,0.6445993185043335,0.001
0.44858330488204956,0.782608687877655,0.6152717471122742,0.6445993185043335,0.001
0.4409692883491516,0.782608687877655,0.5858026146888733,0.7247386574745178,0.001
0.49626582860946655,0.739130437374115,0.54498690366745,0.8443670272827148,0.001
0.39274755120277405,0.8695651888847351,0.5568090081214905,0.7375144958496094,0.001
0.4428529441356659,0.782608687877655,0.6016238331794739,0.6991869807243347,0.001
0.443157434463501,0.782608687877655,0.5268875956535339,0.7537747025489807,0.001
