best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
5.519852038560202e-06,0.032840173691511154,1.0,0.9860627055168152,9.999999747378752e-05,1692
